case_id,court,case_type,filing_date,filing_year,disposal_date,duration_months,event,hearings,adjournments,current_age_months
NG-00484,Noida District Court,Civil Dispute,2024-11-01,2024,,19.94,0,5,2,19.94
NG-00485,Jaipur District Court,Civil Dispute,2023-04-01,2023,,38.99,0,12,4,38.99
NG-00486,Delhi District Court,Property,2024-05-01,2024,2025-10-03 18:24:17.692348322,17.11,1,4,4,17.11
NG-00487,Jaipur District Court,Family,2025-11-01,2025,,7.95,0,7,5,7.95
NG-00488,Noida District Court,Cheque Bounce,2024-05-01,2024,,25.99,0,8,2,25.99
NG-00489,Noida District Court,Cheque Bounce,2025-10-01,2025,,8.97,0,11,2,8.97
NG-00490,Delhi District Court,Family,2022-03-01,2022,2024-01-25 00:54:35.013823102,22.83,1,9,2,22.83
NG-00491,Delhi District Court,Property,2020-12-01,2020,2024-05-01 06:23:12.333209815,40.97,1,8,4,40.97
NG-00492,Noida District Court,Family,2023-06-01,2023,2024-11-18 08:45:43.793420417,17.62,1,4,0,17.62
NG-00493,Noida District Court,Cheque Bounce,2022-01-01,2022,2023-12-12 03:36:04.686278250,23.33,1,7,2,23.33
NG-00494,Jaipur District Court,Property,2021-11-01,2021,,55.95,0,5,3,55.95
NG-00495,Jaipur District Court,Cheque Bounce,2025-05-01,2025,,13.99,0,10,5,13.99
NG-00496,Jaipur District Court,Cheque Bounce,2023-06-01,2023,2025-11-26 14:00:50.387916556,29.88,1,3,0,29.88
NG-00497,Delhi District Court,Cheque Bounce,2020-10-01,2020,2022-03-12 07:41:37.039676415,17.32,1,7,4,17.32
NG-00498,Delhi District Court,Cheque Bounce,2022-11-01,2022,,43.96,0,5,3,43.96
NG-00499,Jaipur District Court,Cheque Bounce,2024-05-01,2024,,25.99,0,3,7,25.99
NG-00500,Delhi District Court,Family,2024-03-01,2024,2025-06-01 21:08:08.995001092,15.04,1,9,1,15.04
NG-00501,Lucknow District Court,Motor Accident,2022-12-01,2022,,42.97,0,10,0,42.97
NG-00502,Noida District Court,Family,2020-04-01,2020,2022-07-24 14:52:24.458910219,27.75,1,7,5,27.75
NG-00503,Jaipur District Court,Civil Dispute,2024-01-01,2024,,29.96,0,7,5,29.96
NG-00504,Noida District Court,Motor Accident,2018-08-01,2018,2021-08-24 13:17:02.371010769,36.78,1,10,1,36.78
NG-00505,Delhi District Court,Cheque Bounce,2022-05-01,2022,2025-08-24 04:40:36.654694754,39.79,1,6,1,39.79
NG-00506,Noida District Court,Family,2025-12-01,2025,,6.96,0,4,2,6.96
NG-00507,Lucknow District Court,Civil Dispute,2022-03-01,2022,2024-04-02 13:02:12.044049472,25.08,1,5,3,25.08
NG-00508,Lucknow District Court,Motor Accident,2019-09-01,2019,2021-11-16 01:38:04.713900506,26.51,1,9,4,26.51
NG-00509,Lucknow District Court,Family,2025-03-01,2025,,16.0,0,5,1,16.0
NG-00510,Lucknow District Court,Property,2023-08-01,2023,2025-11-18 23:48:20.402170966,27.63,1,6,5,27.63
NG-00511,Jaipur District Court,Cheque Bounce,2022-04-01,2022,2025-02-21 01:49:06.231311584,34.73,1,10,4,34.73
NG-00512,Delhi District Court,Property,2019-01-01,2019,2021-09-02 13:01:30.592036418,32.05,1,11,2,32.05
NG-00513,Delhi District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,10,0,9.95
NG-00514,Jaipur District Court,Civil Dispute,2024-10-01,2024,,20.96,0,7,3,20.96
NG-00515,Lucknow District Court,Cheque Bounce,2025-12-01,2025,,6.96,0,8,1,6.96
NG-00516,Lucknow District Court,Civil Dispute,2019-02-01,2019,2023-08-29 21:25:15.293074630,54.89,1,9,6,54.89
NG-00517,Noida District Court,Motor Accident,2019-09-01,2019,2022-05-15 06:14:19.338404337,32.43,1,9,1,32.43
NG-00518,Jaipur District Court,Civil Dispute,2023-03-01,2023,,40.01,0,5,2,40.01
NG-00519,Delhi District Court,Cheque Bounce,2021-07-01,2021,2023-07-27 23:36:55.188099694,24.87,1,8,1,24.87
NG-00520,Noida District Court,Motor Accident,2023-04-01,2023,,38.99,0,3,4,38.99
NG-00521,Noida District Court,Property,2019-12-01,2019,2022-11-14 19:11:04.036097656,35.47,1,7,4,35.47
NG-00522,Delhi District Court,Cheque Bounce,2018-01-01,2018,2019-09-14 21:31:52.804803970,20.43,1,9,2,20.43
NG-00523,Lucknow District Court,Cheque Bounce,2025-04-01,2025,,14.98,0,5,5,14.98
NG-00524,Lucknow District Court,Cheque Bounce,2024-04-01,2024,,26.97,0,9,0,26.97
NG-00525,Jaipur District Court,Motor Accident,2024-11-01,2024,2026-06-06 15:59:54.596493623,19.14,1,11,2,19.14
NG-00526,Lucknow District Court,Motor Accident,2019-05-01,2019,2022-05-24 19:47:06.069110634,36.79,1,8,2,36.79
NG-00527,Noida District Court,Family,2023-08-01,2023,2025-02-08 02:08:30.123398258,18.3,1,9,2,18.3
NG-00528,Lucknow District Court,Cheque Bounce,2025-02-01,2025,,16.92,0,12,3,16.92
NG-00529,Lucknow District Court,Cheque Bounce,2021-02-01,2021,2023-05-15 04:57:49.491689221,27.37,1,5,2,27.37
NG-00530,Noida District Court,Motor Accident,2024-01-01,2024,2025-10-02 21:25:29.774160670,21.05,1,11,0,21.05
NG-00531,Lucknow District Court,Family,2022-05-01,2022,2023-04-25 12:29:38.568043400,11.81,1,11,1,11.81
NG-00532,Noida District Court,Motor Accident,2021-05-01,2021,2025-04-18 07:00:43.571958733,47.58,1,7,3,47.58
NG-00533,Delhi District Court,Cheque Bounce,2019-04-01,2019,2020-11-18 03:52:52.632515576,19.62,1,12,4,19.62
NG-00534,Noida District Court,Cheque Bounce,2022-05-01,2022,2026-02-13 03:53:16.400237913,45.47,1,11,2,45.47
NG-00535,Noida District Court,Cheque Bounce,2022-07-01,2022,2024-07-01 03:51:13.789712352,24.02,1,6,2,24.02
NG-00536,Lucknow District Court,Property,2023-06-01,2023,,36.99,0,7,2,36.99
NG-00537,Jaipur District Court,Cheque Bounce,2023-08-01,2023,2026-03-25 08:34:52.164240041,31.78,1,9,0,31.78
NG-00538,Delhi District Court,Civil Dispute,2024-11-01,2024,,19.94,0,3,1,19.94
NG-00539,Delhi District Court,Cheque Bounce,2022-02-01,2022,2023-12-13 06:24:07.639533112,22.35,1,6,5,22.35
NG-00540,Noida District Court,Cheque Bounce,2023-06-01,2023,,36.99,0,7,4,36.99
NG-00541,Noida District Court,Cheque Bounce,2019-06-01,2019,2023-06-04 03:27:40.407622493,48.1,1,9,2,48.1
NG-00542,Jaipur District Court,Civil Dispute,2019-01-01,2019,2020-11-16 08:44:06.212324679,22.52,1,4,1,22.52
NG-00543,Noida District Court,Civil Dispute,2019-05-01,2019,2021-05-04 15:47:57.159451345,24.13,1,3,2,24.13
NG-00544,Noida District Court,Cheque Bounce,2023-01-01,2023,2025-12-01 11:08:12.344938350,35.0,1,3,7,35.0
NG-00545,Delhi District Court,Property,2019-08-01,2019,2024-10-08 10:51:48.190211916,62.27,1,7,2,62.27
NG-00546,Noida District Court,Family,2024-11-01,2024,,19.94,0,8,1,19.94
NG-00547,Delhi District Court,Cheque Bounce,2018-02-01,2018,2019-12-24 12:57:27.685852493,22.72,1,6,4,22.72
NG-00548,Jaipur District Court,Motor Accident,2018-03-01,2018,2020-07-08 20:39:41.138992224,28.28,1,8,6,28.28
NG-00549,Noida District Court,Civil Dispute,2019-02-01,2019,2022-01-23 01:47:25.021496137,35.71,1,5,9,35.71
NG-00550,Delhi District Court,Motor Accident,2018-05-01,2018,2020-08-30 08:40:54.496036698,28.0,1,10,1,28.0
NG-00551,Jaipur District Court,Family,2023-12-01,2023,2026-04-22 05:34:42.956719230,28.69,1,6,5,28.69
NG-00552,Delhi District Court,Property,2022-03-01,2022,2025-07-13 01:39:42.143415480,40.41,1,8,1,40.41
NG-00553,Noida District Court,Property,2023-02-01,2023,2024-06-11 10:48:19.240398910,16.31,1,2,3,16.31
NG-00554,Lucknow District Court,Motor Accident,2024-08-01,2024,,22.96,0,3,2,22.96
NG-00555,Jaipur District Court,Cheque Bounce,2024-03-01,2024,,27.99,0,4,3,27.99
NG-00556,Noida District Court,Civil Dispute,2018-10-01,2018,2020-11-17 13:07:12.599795291,25.58,1,7,3,25.58
NG-00557,Noida District Court,Civil Dispute,2018-09-01,2018,2020-04-18 03:34:28.733097391,19.55,1,9,2,19.55
NG-00558,Noida District Court,Cheque Bounce,2019-02-01,2019,2021-04-17 11:54:57.149119941,26.49,1,6,1,26.49
NG-00559,Delhi District Court,Civil Dispute,2025-09-01,2025,,9.95,0,3,2,9.95
NG-00560,Noida District Court,Cheque Bounce,2025-07-01,2025,,11.99,0,7,0,11.99
NG-00561,Jaipur District Court,Property,2023-10-01,2023,2024-09-13 12:06:22.771382172,11.45,1,8,2,11.45
NG-00562,Jaipur District Court,Motor Accident,2018-11-01,2018,2022-08-16 09:42:22.437521141,45.48,1,6,0,45.48
NG-00563,Lucknow District Court,Family,2022-08-01,2022,2024-04-07 11:23:06.890793426,20.22,1,15,2,20.22
NG-00564,Delhi District Court,Motor Accident,2021-05-01,2021,2025-10-06 20:28:43.446925680,53.21,1,7,1,53.21
NG-00565,Delhi District Court,Cheque Bounce,2018-02-01,2018,2020-02-16 04:27:25.036997506,24.48,1,10,5,24.48
NG-00566,Noida District Court,Property,2023-09-01,2023,2025-08-27 21:48:48.167574269,23.88,1,7,1,23.88
NG-00567,Jaipur District Court,Cheque Bounce,2020-11-01,2020,2023-07-18 19:50:21.250865221,32.52,1,2,4,32.52
NG-00568,Delhi District Court,Cheque Bounce,2024-08-01,2024,2026-05-29 16:50:44.055740325,21.9,1,10,4,21.9
NG-00569,Delhi District Court,Motor Accident,2021-02-01,2021,2023-02-02 03:52:26.934646624,24.02,1,13,3,24.02
NG-00570,Delhi District Court,Property,2024-04-01,2024,,26.97,0,5,2,26.97
NG-00571,Delhi District Court,Civil Dispute,2020-09-01,2020,2022-04-15 18:45:22.131132240,19.44,1,7,4,19.44
NG-00572,Jaipur District Court,Cheque Bounce,2023-04-01,2023,2026-05-20 23:49:36.447058554,37.65,1,3,5,37.65
NG-00573,Jaipur District Court,Motor Accident,2021-03-01,2021,2022-04-22 20:05:35.795843304,13.73,1,10,2,13.73
NG-00574,Lucknow District Court,Motor Accident,2023-06-01,2023,2024-12-19 02:30:12.252975644,18.63,1,5,3,18.63
NG-00575,Lucknow District Court,Motor Accident,2023-12-01,2023,2026-03-25 05:26:46.878126141,27.77,1,6,5,27.77
NG-00576,Lucknow District Court,Motor Accident,2024-02-01,2024,,28.94,0,7,2,28.94
NG-00577,Noida District Court,Motor Accident,2022-03-01,2022,2025-03-27 12:14:56.698483824,36.88,1,10,3,36.88
NG-00578,Delhi District Court,Motor Accident,2020-11-01,2020,2024-04-14 01:16:34.635220680,41.39,1,5,1,41.39
NG-00579,Jaipur District Court,Motor Accident,2025-06-01,2025,,12.98,0,6,3,12.98
NG-00580,Noida District Court,Cheque Bounce,2023-12-01,2023,,30.98,0,6,4,30.98
NG-00581,Delhi District Court,Property,2020-10-01,2020,2023-01-15 14:44:54.755200032,27.48,1,7,4,27.48
NG-00582,Delhi District Court,Property,2021-01-01,2021,2024-09-22 15:54:43.445522966,44.7,1,8,0,44.7
NG-00583,Jaipur District Court,Property,2023-01-01,2023,2025-08-13 20:37:03.437455373,31.4,1,7,4,31.4
NG-00584,Noida District Court,Property,2022-07-01,2022,2026-01-23 16:40:55.211902150,42.8,1,11,2,42.8
NG-00585,Noida District Court,Property,2021-06-01,2021,2022-09-24 00:28:52.115804477,15.77,1,5,3,15.77
NG-00586,Lucknow District Court,Property,2024-11-01,2024,,19.94,0,11,2,19.94
NG-00587,Noida District Court,Property,2023-06-01,2023,2025-03-07 06:00:15.417009460,21.2,1,3,2,21.2
NG-00588,Lucknow District Court,Motor Accident,2020-06-01,2020,2022-10-31 00:16:14.618173886,28.98,1,8,4,28.98
NG-00589,Jaipur District Court,Cheque Bounce,2022-05-01,2022,2024-09-25 06:36:39.903326818,28.85,1,7,3,28.85
NG-00590,Noida District Court,Motor Accident,2019-03-01,2019,2020-08-16 05:33:11.372538024,17.55,1,6,1,17.55
NG-00591,Lucknow District Court,Civil Dispute,2024-12-01,2024,,18.96,0,14,1,18.96
NG-00592,Jaipur District Court,Cheque Bounce,2021-09-01,2021,2025-08-20 12:53:40.306595789,47.62,1,8,2,47.62
NG-00593,Jaipur District Court,Motor Accident,2025-05-01,2025,2026-05-11 14:22:38.007290343,12.34,1,4,1,12.34
NG-00594,Noida District Court,Cheque Bounce,2022-10-01,2022,2025-04-09 13:28:34.472249299,30.27,1,10,5,30.27
NG-00595,Noida District Court,Cheque Bounce,2022-12-01,2022,2024-11-08 03:04:47.054230777,23.26,1,4,3,23.26
NG-00596,Lucknow District Court,Cheque Bounce,2021-08-01,2021,2023-10-11 05:06:57.713779307,26.32,1,6,3,26.32
NG-00597,Delhi District Court,Cheque Bounce,2023-08-01,2023,2025-08-10 04:34:41.876418875,24.32,1,8,2,24.32
NG-00598,Delhi District Court,Property,2019-06-01,2019,,84.99,0,7,3,84.99
NG-00599,Jaipur District Court,Family,2025-11-01,2025,,7.95,0,3,0,7.95
NG-00600,Jaipur District Court,Cheque Bounce,2023-09-01,2023,,33.97,0,12,0,33.97
NG-00601,Lucknow District Court,Cheque Bounce,2023-11-01,2023,2025-06-23 20:50:36.003778382,19.74,1,6,3,19.74
NG-00602,Lucknow District Court,Civil Dispute,2021-01-01,2021,2026-06-15 23:05:35.664468907,65.44,1,12,4,65.44
NG-00603,Noida District Court,Civil Dispute,2021-07-01,2021,2023-09-04 12:52:15.835897128,26.13,1,4,2,26.13
NG-00604,Jaipur District Court,Cheque Bounce,2021-09-01,2021,2023-08-16 11:11:19.690016170,23.47,1,5,1,23.47
NG-00605,Noida District Court,Family,2019-08-01,2019,2022-03-18 02:30:56.802017701,31.54,1,6,2,31.54
NG-00606,Lucknow District Court,Family,2024-12-01,2024,2026-05-31 08:57:49.304471569,17.95,1,8,2,17.95
NG-00607,Jaipur District Court,Cheque Bounce,2018-05-01,2018,2019-08-31 05:18:12.176206948,16.01,1,13,0,16.01
NG-00608,Jaipur District Court,Family,2018-07-01,2018,2020-07-09 21:33:20.483057324,24.31,1,3,3,24.31
NG-00609,Noida District Court,Cheque Bounce,2023-11-01,2023,2026-06-28 03:55:50.180842539,31.87,1,9,2,31.87
NG-00610,Noida District Court,Cheque Bounce,2022-05-01,2022,2025-05-31 20:56:45.613986518,37.02,1,4,0,37.02
NG-00611,Lucknow District Court,Civil Dispute,2018-12-01,2018,2022-04-01 23:30:09.383193414,40.01,1,7,0,40.01
NG-00612,Delhi District Court,Civil Dispute,2021-05-01,2021,2023-03-19 09:39:38.268887915,22.58,1,4,0,22.58
NG-00613,Jaipur District Court,Motor Accident,2024-09-01,2024,,21.94,0,6,4,21.94
NG-00614,Jaipur District Court,Civil Dispute,2018-11-01,2018,2021-04-13 00:35:07.629486469,29.37,1,8,1,29.37
NG-00615,Jaipur District Court,Cheque Bounce,2020-06-01,2020,2022-01-18 01:01:33.393993110,19.58,1,6,0,19.58
NG-00616,Delhi District Court,Civil Dispute,2022-01-01,2022,2026-02-24 08:51:01.937585422,49.78,1,6,1,49.78
NG-00617,Jaipur District Court,Civil Dispute,2019-12-01,2019,2022-05-29 21:39:55.056954905,29.92,1,7,3,29.92
NG-00618,Delhi District Court,Motor Accident,2022-08-01,2022,2025-03-22 11:38:18.863150095,31.68,1,11,2,31.68
NG-00619,Lucknow District Court,Civil Dispute,2020-05-01,2020,2022-07-26 13:44:10.434718129,26.83,1,6,2,26.83
NG-00620,Jaipur District Court,Property,2024-01-01,2024,,29.96,0,8,4,29.96
NG-00621,Jaipur District Court,Property,2019-03-01,2019,2020-08-11 16:05:38.552295480,17.4,1,5,2,17.4
NG-00622,Jaipur District Court,Civil Dispute,2022-02-01,2022,2023-12-01 09:04:12.086690401,21.96,1,2,2,21.96
NG-00623,Jaipur District Court,Motor Accident,2018-07-01,2018,2022-08-11 20:20:56.672685510,49.37,1,5,1,49.37
NG-00624,Noida District Court,Property,2024-12-01,2024,,18.96,0,7,2,18.96
NG-00625,Noida District Court,Family,2021-03-01,2021,2022-01-11 08:59:51.664309897,10.39,1,3,2,10.39
NG-00626,Jaipur District Court,Property,2018-01-01,2018,2020-11-11 10:38:57.290937452,34.34,1,7,3,34.34
NG-00627,Delhi District Court,Motor Accident,2019-03-01,2019,2020-09-12 02:04:00.969024858,18.43,1,10,3,18.43
NG-00628,Jaipur District Court,Civil Dispute,2025-12-01,2025,,6.96,0,1,0,6.96
NG-00629,Lucknow District Court,Cheque Bounce,2024-08-01,2024,,22.96,0,11,1,22.96
NG-00630,Delhi District Court,Family,2022-03-01,2022,2023-10-08 14:04:22.609511086,19.27,1,7,5,19.27
NG-00631,Lucknow District Court,Cheque Bounce,2018-07-01,2018,2022-10-09 06:28:57.250425685,51.29,1,5,6,51.29
NG-00632,Jaipur District Court,Civil Dispute,2020-05-01,2020,2025-04-23 02:33:37.304148248,59.73,1,3,4,59.73
NG-00633,Noida District Court,Cheque Bounce,2018-05-01,2018,2019-12-30 01:06:30.897915658,19.98,1,3,2,19.98
NG-00634,Delhi District Court,Property,2020-03-01,2020,2022-07-02 19:28:24.739729429,28.05,1,4,2,28.05
NG-00635,Lucknow District Court,Cheque Bounce,2018-05-01,2018,2023-02-26 10:51:14.825859984,57.9,1,6,4,57.9
NG-00636,Noida District Court,Property,2018-02-01,2018,2019-10-01 16:23:54.548328105,19.96,1,9,1,19.96
NG-00637,Jaipur District Court,Motor Accident,2023-04-01,2023,2026-05-25 14:31:41.238163056,37.8,1,2,1,37.8
NG-00638,Jaipur District Court,Cheque Bounce,2018-12-01,2018,2021-01-31 15:23:15.019483197,26.04,1,3,2,26.04
NG-00639,Lucknow District Court,Family,2023-03-01,2023,2024-06-17 01:07:29.941220714,15.57,1,7,1,15.57
NG-00640,Noida District Court,Property,2018-09-01,2018,2021-12-31 15:11:44.733661733,40.0,1,0,0,40.0
NG-00641,Noida District Court,Family,2023-10-01,2023,2025-12-20 02:11:22.352677710,26.65,1,5,3,26.65
NG-00642,Jaipur District Court,Motor Accident,2018-03-01,2018,2018-12-12 09:31:44.335274989,9.41,1,3,1,9.41
NG-00643,Lucknow District Court,Civil Dispute,2018-10-01,2018,2022-06-29 17:48:20.520730644,44.93,1,13,1,44.93
NG-00644,Delhi District Court,Civil Dispute,2022-10-01,2022,,44.97,0,6,2,44.97
NG-00645,Delhi District Court,Civil Dispute,2024-09-01,2024,,21.94,0,6,3,21.94
NG-00646,Lucknow District Court,Civil Dispute,2020-07-01,2020,2021-08-21 14:03:03.242972007,13.69,1,10,0,13.69
NG-00647,Jaipur District Court,Family,2025-01-01,2025,2025-11-02 09:49:15.406744494,10.03,1,8,0,10.03
NG-00648,Lucknow District Court,Civil Dispute,2019-11-01,2019,2021-08-05 19:38:06.442738569,21.15,1,4,7,21.15
NG-00649,Lucknow District Court,Property,2024-01-01,2024,2025-10-04 22:18:50.345025658,21.12,1,11,3,21.12
NG-00650,Jaipur District Court,Family,2020-06-01,2020,2022-06-11 19:40:31.735948828,24.34,1,4,3,24.34
NG-00651,Jaipur District Court,Family,2018-06-01,2018,2021-05-19 12:39:42.421916856,35.6,1,6,3,35.6
NG-00652,Jaipur District Court,Civil Dispute,2019-01-01,2019,2021-08-18 16:01:01.777267300,31.56,1,8,4,31.56
NG-00653,Jaipur District Court,Civil Dispute,2022-08-01,2022,2024-05-28 12:12:40.452464738,21.9,1,2,2,21.9
NG-00654,Lucknow District Court,Property,2021-06-01,2021,2025-01-18 19:53:21.946549741,43.62,1,4,3,43.62
NG-00655,Jaipur District Court,Civil Dispute,2025-01-01,2025,,17.94,0,6,0,17.94
NG-00656,Noida District Court,Motor Accident,2020-10-01,2020,2025-07-02 08:01:14.951663607,57.01,1,8,0,57.01
NG-00657,Jaipur District Court,Civil Dispute,2024-12-01,2024,,18.96,0,7,2,18.96
NG-00658,Delhi District Court,Cheque Bounce,2021-10-01,2021,2024-02-13 00:50:09.568637246,28.42,1,6,3,28.42
NG-00659,Noida District Court,Family,2020-10-01,2020,2022-05-16 17:46:13.575165263,19.47,1,6,1,19.47
NG-00660,Jaipur District Court,Property,2021-10-01,2021,2026-06-25 23:28:19.002344534,56.8,1,4,5,56.8
NG-00661,Noida District Court,Motor Accident,2021-11-01,2021,2025-01-26 18:05:16.176195087,38.86,1,4,2,38.86
NG-00662,Jaipur District Court,Property,2021-12-01,2021,2024-10-15 21:21:52.734767019,34.49,1,9,3,34.49
NG-00663,Delhi District Court,Cheque Bounce,2021-12-01,2021,2024-10-02 10:27:36.225241704,34.05,1,8,4,34.05
NG-00664,Lucknow District Court,Family,2021-10-01,2021,2023-08-26 18:59:47.111188220,22.82,1,6,4,22.82
NG-00665,Delhi District Court,Property,2024-12-01,2024,,18.96,0,10,1,18.96
NG-00666,Noida District Court,Family,2022-03-01,2022,2023-09-25 03:14:45.504629744,18.83,1,8,4,18.83
NG-00667,Jaipur District Court,Motor Accident,2018-08-01,2018,2020-06-17 08:29:09.613019207,22.55,1,8,6,22.55
NG-00668,Jaipur District Court,Cheque Bounce,2018-03-01,2018,2020-03-26 14:18:23.329838373,24.86,1,8,1,24.86
NG-00669,Lucknow District Court,Civil Dispute,2022-11-01,2022,2025-03-02 06:47:29.605383775,28.0,1,4,5,28.0
NG-00670,Delhi District Court,Motor Accident,2022-10-01,2022,,44.97,0,10,2,44.97
NG-00671,Delhi District Court,Family,2024-10-01,2024,,20.96,0,9,2,20.96
NG-00672,Noida District Court,Family,2018-01-01,2018,2019-12-21 16:00:51.612022370,23.64,1,4,7,23.64
NG-00673,Jaipur District Court,Civil Dispute,2020-05-01,2020,2022-07-11 07:21:58.193399928,26.32,1,8,3,26.32
NG-00674,Noida District Court,Family,2022-03-01,2022,2024-11-28 08:53:17.230933371,32.96,1,11,3,32.96
NG-00675,Delhi District Court,Property,2021-09-01,2021,2024-01-09 03:57:30.897688063,28.26,1,10,2,28.26
NG-00676,Delhi District Court,Family,2025-07-01,2025,,11.99,0,7,2,11.99
NG-00677,Delhi District Court,Civil Dispute,2020-07-01,2020,2022-03-30 01:05:50.736724584,20.93,1,6,3,20.93
NG-00678,Delhi District Court,Cheque Bounce,2022-06-01,2022,,48.98,0,7,2,48.98
NG-00679,Delhi District Court,Cheque Bounce,2023-12-01,2023,,30.98,0,7,3,30.98
NG-00680,Jaipur District Court,Motor Accident,2019-04-01,2019,2022-03-08 10:38:10.616535565,35.23,1,9,0,35.23
NG-00681,Lucknow District Court,Civil Dispute,2025-11-01,2025,,7.95,0,8,5,7.95
NG-00682,Delhi District Court,Cheque Bounce,2023-04-01,2023,2025-02-10 01:35:56.769066412,22.37,1,7,1,22.37
NG-00683,Noida District Court,Cheque Bounce,2021-03-01,2021,2023-01-19 00:16:37.323288456,22.64,1,10,2,22.64
NG-00684,Delhi District Court,Family,2021-05-01,2021,2023-03-19 21:10:24.414318471,22.6,1,9,1,22.6
NG-00685,Lucknow District Court,Motor Accident,2021-02-01,2021,2022-10-14 21:32:42.180951120,20.4,1,16,3,20.4
NG-00686,Jaipur District Court,Property,2023-02-01,2023,,40.93,0,11,3,40.93
NG-00687,Noida District Court,Cheque Bounce,2023-04-01,2023,2025-09-28 15:23:01.303315209,29.95,1,13,0,29.95
NG-00688,Delhi District Court,Family,2020-02-01,2020,2023-10-18 11:04:42.098076854,44.53,1,12,5,44.53
NG-00689,Lucknow District Court,Property,2024-02-01,2024,,28.94,0,13,4,28.94
NG-00690,Lucknow District Court,Civil Dispute,2019-11-01,2019,2022-04-08 06:56:24.508668088,29.21,1,6,2,29.21
NG-00691,Delhi District Court,Motor Accident,2020-11-01,2020,2024-03-08 06:49:26.012771466,40.19,1,8,3,40.19
NG-00692,Noida District Court,Family,2018-04-01,2018,2019-10-03 19:21:28.036103019,18.09,1,9,1,18.09
NG-00693,Lucknow District Court,Motor Accident,2021-07-01,2021,2024-01-25 19:55:55.815632071,30.84,1,9,1,30.84
NG-00694,Delhi District Court,Cheque Bounce,2025-05-01,2025,,13.99,0,8,1,13.99
NG-00695,Noida District Court,Cheque Bounce,2020-03-01,2020,2022-01-28 12:32:14.311193484,22.95,1,9,2,22.95
NG-00696,Lucknow District Court,Family,2023-02-01,2023,2026-04-05 23:59:03.154565186,38.11,1,4,3,38.11
NG-00697,Noida District Court,Motor Accident,2020-07-01,2020,2022-05-23 15:10:45.126488375,22.72,1,5,5,22.72
NG-00698,Lucknow District Court,Property,2019-03-01,2019,2024-07-26 10:39:32.006252977,64.86,1,3,3,64.86
NG-00699,Jaipur District Court,Family,2018-04-01,2018,2023-01-10 08:57:00.739873391,57.34,1,4,1,57.34
NG-00700,Jaipur District Court,Cheque Bounce,2020-02-01,2020,2021-09-01 04:08:16.379938625,18.99,1,7,0,18.99
NG-00701,Noida District Court,Civil Dispute,2025-06-01,2025,,12.98,0,5,1,12.98
NG-00702,Jaipur District Court,Family,2019-01-01,2019,2021-01-02 12:23:31.794863616,24.06,1,8,1,24.06
NG-00703,Lucknow District Court,Civil Dispute,2024-12-01,2024,,18.96,0,7,0,18.96
NG-00704,Delhi District Court,Property,2018-04-01,2018,2020-02-25 04:20:07.307875749,22.84,1,5,2,22.84
NG-00705,Lucknow District Court,Motor Accident,2020-01-01,2020,2023-09-26 11:45:31.784249384,44.83,1,3,2,44.83
NG-00706,Delhi District Court,Cheque Bounce,2023-11-01,2023,2026-02-23 09:38:21.919294060,27.77,1,8,6,27.77
NG-00707,Lucknow District Court,Family,2024-04-01,2024,,26.97,0,3,3,26.97
NG-00708,Jaipur District Court,Civil Dispute,2018-01-01,2018,2019-07-27 22:24:34.703308169,18.82,1,7,1,18.82
NG-00709,Lucknow District Court,Motor Accident,2022-08-01,2022,2026-04-10 19:16:11.931918176,44.31,1,3,2,44.31
NG-00710,Noida District Court,Civil Dispute,2020-03-01,2020,2022-06-09 21:32:44.795213306,27.3,1,6,1,27.3
NG-00711,Jaipur District Court,Property,2019-06-01,2019,2023-10-12 02:34:35.018437670,52.37,1,8,3,52.37
NG-00712,Lucknow District Court,Motor Accident,2024-01-01,2024,2026-06-22 00:12:39.861702941,29.67,1,6,2,29.67
NG-00713,Jaipur District Court,Cheque Bounce,2023-06-01,2023,2025-06-30 00:45:57.556643117,24.97,1,12,2,24.97
NG-00714,Noida District Court,Property,2018-03-01,2018,,100.0,0,10,1,100.0
NG-00715,Noida District Court,Motor Accident,2023-12-01,2023,2025-08-19 18:46:37.845817147,20.62,1,3,4,20.62
NG-00716,Delhi District Court,Motor Accident,2020-04-01,2020,2022-01-02 21:54:21.308487393,21.09,1,4,3,21.09
NG-00717,Lucknow District Court,Cheque Bounce,2020-08-01,2020,2022-02-27 19:59:42.728718940,18.92,1,2,1,18.92
NG-00718,Jaipur District Court,Property,2022-04-01,2022,2026-05-02 12:58:36.080014880,49.03,1,8,0,49.03
NG-00719,Lucknow District Court,Motor Accident,2019-09-01,2019,2022-08-23 08:50:24.079817181,35.72,1,9,1,35.72
NG-00720,Lucknow District Court,Cheque Bounce,2021-09-01,2021,2023-04-12 07:38:42.807912673,19.33,1,5,4,19.33
NG-00721,Lucknow District Court,Civil Dispute,2024-10-01,2024,2025-12-31 11:28:13.903435453,15.0,1,7,2,15.0
NG-00722,Noida District Court,Motor Accident,2018-10-01,2018,2019-06-21 15:12:33.987600247,8.66,1,5,0,8.66
NG-00723,Noida District Court,Property,2019-05-01,2019,2021-03-05 18:38:16.267158383,22.17,1,9,2,22.17
NG-00724,Delhi District Court,Cheque Bounce,2025-09-01,2025,,9.95,0,9,3,9.95
NG-00725,Delhi District Court,Civil Dispute,2025-03-01,2025,,16.0,0,6,4,16.0
